id,ccn,incident_date_time,time_spread,org_id,org_name,tipsoft_id,incident_type_id,incident_type_name,incident_type_pinnable,lng,lat,public_narrative,processing_level,address,description,agency_page_link
250526599,"13-2640855","2013-09-21T01:00:00Z",0,718,"Buffalo Police Department",0,103,"LARCENY/THEFT",true,-78.87425,42.890249,"Buffalo Police are investigating this report of a crime. It is important to note that this is very preliminary information and further investigation a...",3,"PEARL ST & W CHIPPEWA ST","LARCENY/THEFT",
249993130,"13-2640189","2013-09-21T01:30:00Z",0,718,"Buffalo Police Department",0,103,"LARCENY/THEFT",true,-78.873622,42.899662,"Buffalo Police are investigating this report of a crime. It is important to note that this is very preliminary information and further investigation a...",3,"500 Block DELAWARE AV","LARCENY/THEFT",
249993131,"13-2640190","2013-09-21T01:30:00Z",0,718,"Buffalo Police Department",0,103,"LARCENY/THEFT",true,-78.873622,42.899662,"Buffalo Police are investigating this report of a crime. It is important to note that this is very preliminary information and further investigation a...",3,"500 Block DELAWARE AV","LARCENY/THEFT",
249993132,"13-2640191","2013-09-21T01:30:00Z",0,718,"Buffalo Police Department",0,103,"LARCENY/THEFT",true,-78.873622,42.899662,"Buffalo Police are investigating this report of a crime. It is important to note that this is very preliminary information and further investigation a...",3,"500 Block DELAWARE AV","LARCENY/THEFT",
249993133,"13-2640192","2013-09-21T01:30:00Z",0,718,"Buffalo Police Department",0,103,"LARCENY/THEFT",true,-78.873622,42.899662,"Buffalo Police are investigating this report of a crime. It is important to note that this is very preliminary information and further investigation a...",3,"500 Block DELAWARE AV","LARCENY/THEFT",
249993480,"13-2640193","2013-09-21T01:30:00Z",0,718,"Buffalo Police Department",0,103,"LARCENY/THEFT",true,-78.873622,42.899662,"Buffalo Police are investigating this report of a crime. It is important to note that this is very preliminary information and further investigation a...",3,"500 Block DELAWARE AV","LARCENY/THEFT",
249993481,"13-2640194","2013-09-21T01:30:00Z",0,718,"Buffalo Police Department",0,103,"LARCENY/THEFT",true,-78.873622,42.899662,"Buffalo Police are investigating this report of a crime. It is important to note that this is very preliminary information and further investigation a...",3,"500 Block DELAWARE AV","LARCENY/THEFT",
254574144,"13-2670353","2013-09-21T02:00:00Z",0,718,"Buffalo Police Department",0,103,"LARCENY/THEFT",true,-78.878953,42.898441,"Buffalo Police are investigating this report of a crime. It is important to note that this is very preliminary information and further investigation a...",3,"MARYLAND ST & COLLEGE ST","LARCENY/THEFT",
249993497,"13-2640535","2013-09-21T10:30:00Z",0,718,"Buffalo Police Department",0,103,"LARCENY/THEFT",true,-78.854283,42.89809,"Buffalo Police are investigating this report of a crime. It is important to note that this is very preliminary information and further investigation a...",3,"800 Block JEFFERSON AV","LARCENY/THEFT",
249993126,"13-2640114","2013-09-21T01:20:16Z",0,718,"Buffalo Police Department",0,99,"UUV",true,-78.835863,42.902166,"Buffalo Police are investigating this report of a crime. It is important to note that this is very preliminary information and further investigation a...",3,"WALDEN & HARMONIA AV","",
256485434,"13-2730239","2013-09-21T04:00:00Z",0,718,"Buffalo Police Department",0,99,"UUV",true,-78.83526000000001,42.900686,"Buffalo Police are investigating this report of a crime. It is important to note that this is very preliminary information and further investigation a...",3,"200 Block WOLTZ AV","",
249993490,"13-2640419","2013-09-21T07:00:00Z",0,718,"Buffalo Police Department",0,99,"UUV",true,-78.832149,42.878988,"Buffalo Police are investigating this report of a crime. It is important to note that this is very preliminary information and further investigation a...",3,"100 Block FLEMING ST","",
249993499,"13-2640621","2013-09-21T02:37:26Z",0,718,"Buffalo Police Department",0,149,"ASSAULT",true,-78.820025,42.898825,"Buffalo Police are investigating this report of a crime. It is important to note that this is very preliminary information and further investigation a...",3,"LIDDELL ST & BRIER ST","ASSAULT",
249993506,"13-2641081","2013-09-21T10:58:20Z",0,718,"Buffalo Police Department",0,149,"ASSAULT",true,-78.801408,42.890027,"Buffalo Police are investigating this report of a crime. It is important to note that this is very preliminary information and further investigation a...",3,"LOVEJOY ST & E LOVEJOY ST","ASSAULT",
341118483,"13-338717","2013-09-21T03:00:00Z",0,92604,"Cheektowaga Town Police Department",512,103,"[CPD]-PETIT LARCENY",true,-78.78016100000001,42.88642,"PETIT LARCENY",3,"1 Block PEORIA AV",,
341118454,"13-338470","2013-09-21T13:15:00Z",0,92604,"Cheektowaga Town Police Department",512,103,"[CPD]-PETIT LARCENY",true,-78.76227799999999,42.909795,"PETIT LARCENY",3,"100 Block WALDEN GALLERIA",,
341118455,"13-338490","2013-09-21T17:35:55Z",0,92604,"Cheektowaga Town Police Department",512,103,"[CPD]-PETIT LARCENY",true,-78.76227799999999,42.909795,"PETIT LARCENY",3,"400 Block WALDEN GALLERIA",,
341118457,"13-338495","2013-09-21T17:50:00Z",0,92604,"Cheektowaga Town Police Department",512,103,"[CPD]-PETIT LARCENY",true,-78.76227799999999,42.909795,"PETIT LARCENY",3,"400 Block WALDEN GALLERIA",,
341118677,"13-339937","2013-09-21T00:00:00Z",0,92604,"Cheektowaga Town Police Department",512,100,"[CPD]-BURGLARY 2ND",true,-78.725554,42.896585,"BURGLARY 2ND",3,"1 Block ROWLEY HOLLOW",,
250526796,"13-2650489","2013-09-21T02:00:18Z",0,718,"Buffalo Police Department",0,103,"LARCENY/THEFT",true,-78.831856,42.852346,"Buffalo Police are investigating this report of a crime. It is important to note that this is very preliminary information and further investigation a...",3,"500 Block HOPKINS ST","LARCENY/THEFT",
250526781,"13-2650152","2013-09-21T03:00:00Z",0,718,"Buffalo Police Department",0,103,"LARCENY/THEFT",true,-78.87115,42.873738,"Buffalo Police are investigating this report of a crime. It is important to note that this is very preliminary information and further investigation a...",3,"1 Block FULTON ST","LARCENY/THEFT",
250526600,"13-2640943","2013-09-21T08:23:28Z",0,718,"Buffalo Police Department",0,100,"BURGLARY",true,-78.87115,42.873738,"Buffalo Police are investigating this report of a crime. It is important to note that this is very preliminary information and further investigation a...",3,"1 Block FULTON ST","BURGLARY",
249993486,"13-2640308","2013-09-21T02:00:00Z",0,718,"Buffalo Police Department",0,103,"LARCENY/THEFT",true,-78.85476,42.879376,"Buffalo Police are investigating this report of a crime. It is important to note that this is very preliminary information and further investigation a...",3,"100 Block JEFFERSON AV","LARCENY/THEFT",
249993500,"13-2640727","2013-09-21T04:00:25Z",0,718,"Buffalo Police Department",0,103,"LARCENY/THEFT",true,-78.824517,42.844706,"Buffalo Police are investigating this report of a crime. It is important to note that this is very preliminary information and further investigation a...",3,"200 Block AMBER ST","LARCENY/THEFT",
249993505,"13-2641058","2013-09-21T10:31:49Z",0,718,"Buffalo Police Department",0,149,"ASSAULT",true,-78.81246400000001,42.862539,"Buffalo Police are investigating this report of a crime. It is important to note that this is very preliminary information and further investigation a...",3,"100 Block POMONA PL","ASSAULT",
249993128,"13-2640142","2013-09-21T02:08:13Z",0,718,"Buffalo Police Department",0,100,"BURGLARY",true,-78.824208,42.832524,"Buffalo Police are investigating this report of a crime. It is important to note that this is very preliminary information and further investigation a...",3,"2400 Block S PARK AV","BURGLARY",
249993494,"13-2640538","2013-09-21T02:00:00Z",0,718,"Buffalo Police Department",0,100,"BURGLARY",true,-78.81684300000001,42.836929,"Buffalo Police are investigating this report of a crime. It is important to note that this is very preliminary information and further investigation a...",3,"600 Block MARILLA ST","BURGLARY",
251243132,"13-360524","2013-09-22T00:00:00Z",0,11841,"Amherst Police Department",0,103,"-PETIT LARCENY",true,-78.821917,42.970625,"PETIT LARCENY",3,"500 Block ALLENHURST RD","1892",
250515684,"13-360348","2013-09-22T11:37:00Z",0,11841,"Amherst Police Department",0,103,"-GRAND LARCENY 4TH",true,-78.81176499999999,42.981991,"GRAND LARCENY 4TH",3,"3200 Block SHERIDAN DR","1892",
250515344,"13-360335","2013-09-22T14:29:23Z",0,11841,"Amherst Police Department",0,103,"-PETIT LARCENY",true,-78.81176499999999,42.981991,"PETIT LARCENY",3,"3200 Block SHERIDAN DR","1892",
250515686,"13-360410","2013-09-22T21:00:00Z",0,11841,"Amherst Police Department",0,103,"-PETIT LARCENY",true,-78.81176499999999,42.981991,"PETIT LARCENY",3,"3200 Block SHERIDAN DR","1892",
251243783,"13-360532","2013-09-22T20:00:00Z",0,11841,"Amherst Police Department",0,103,"-PETIT LARCENY",true,-78.73004299999999,42.981456,"PETIT LARCENY",3,"200 Block MAC ARTHUR DR","1892",
250526795,"13-2650478","2013-09-22T01:46:00Z",0,718,"Buffalo Police Department",0,103,"LARCENY/THEFT",true,-78.89854,42.941083,"Buffalo Police are investigating this report of a crime. It is important to note that this is very preliminary information and further investigation a...",3,"400 Block TONAWANDA ST","LARCENY/THEFT",
250526800,"13-2650548","2013-09-22T02:15:00Z",0,718,"Buffalo Police Department",0,103,"LARCENY/THEFT",true,-78.888068,42.945584,"Buffalo Police are investigating this report of a crime. It is important to note that this is very preliminary information and further investigation a...",3,"1 Block JANICE ST","LARCENY/THEFT",
250526801,"13-2650540","2013-09-22T07:07:07Z",0,718,"Buffalo Police Department",0,103,"LARCENY/THEFT",true,-78.882998,42.947546,"Buffalo Police are investigating this report of a crime. It is important to note that this is very preliminary information and further investigation a...",3,"600 Block HERTEL AV","LARCENY/THEFT",
250526784,"13-2650226","2013-09-22T06:03:03Z",0,718,"Buffalo Police Department",0,103,"LARCENY/THEFT",true,-78.904391,42.95303,"Buffalo Police are investigating this report of a crime. It is important to note that this is very preliminary information and further investigation a...",3,"100 Block RIVERSIDE AV","LARCENY/THEFT",
251257756,"13-2650867","2013-09-22T11:00:00Z",0,718,"Buffalo Police Department",0,100,"BURGLARY",true,-78.85028800000001,42.941069,"Buffalo Police are investigating this report of a crime. It is important to note that this is very preliminary information and further investigation a...",3,"400 Block PARKSIDE AV","BURGLARY",
250526791,"13-2650399","2013-09-22T11:30:00Z",0,718,"Buffalo Police Department",0,103,"LARCENY/THEFT",true,-78.835302,42.947661,"Buffalo Police are investigating this report of a crime. It is important to note that this is very preliminary information and further investigation a...",3,"1900 Block HERTEL AV","LARCENY/THEFT",
250526805,"13-2650612","2013-09-22T12:00:00Z",0,718,"Buffalo Police Department",0,103,"LARCENY/THEFT",true,-78.83158299999999,42.960949,"Buffalo Police are investigating this report of a crime. It is important to note that this is very preliminary information and further investigation a...",3,"1 Block CLAREMONT AV","LARCENY/THEFT",
250526820,"13-2650941","2013-09-22T01:00:00Z",0,718,"Buffalo Police Department",0,100,"BURGLARY",true,-78.822041,42.947387,"Buffalo Police are investigating this report of a crime. It is important to note that this is very preliminary information and further investigation a...",3,"100 Block LISBON AV","BURGLARY",
250526779,"13-2650136","2013-09-22T02:30:00Z",0,718,"Buffalo Police Department",0,103,"LARCENY/THEFT",true,-78.827803,42.949927,"Buffalo Police are investigating this report of a crime. It is important to note that this is very preliminary information and further investigation a...",3,"3100 Block MAIN ST","LARCENY/THEFT",
341118468,"13-338564","2013-09-22T07:00:00Z",0,92604,"Cheektowaga Town Police Department",512,149,"[CPD]-ASSAULT 3RD",true,-78.79734999999999,42.947213,"ASSAULT 3RD",3,"100 Block CENTURY RD",,
341118490,"13-338787","2013-09-22T12:00:00Z",0,92604,"Cheektowaga Town Police Department",512,103,"[CPD]-IDENTITY THEFT 3RD",true,-78.761467,42.945867,"IDENTITY THEFT 3RD",3,"1 Block BINNER RD",,
250515512,"13-360395","2013-09-22T13:30:00Z",0,11841,"Amherst Police Department",0,103,"-PETIT LARCENY",true,-78.706186,42.955392,"PETIT LARCENY",3,"2300 Block WEHRLE DR","1892",
250526818,"13-2650902","2013-09-22T09:45:00Z",0,718,"Buffalo Police Department",0,149,"ASSAULT",true,-78.899687,42.9098,"Buffalo Police are investigating this report of a crime. It is important to note that this is very preliminary information and further investigation a...",3,"900 Block NIAGARA ST","ASSAULT",
250526607,"13-2650077","2013-09-22T01:11:44Z",0,718,"Buffalo Police Department",0,149,"ASSAULT",true,-78.890236,42.915835,"Buffalo Police are investigating this report of a crime. It is important to note that this is very preliminary information and further investigation a...",3,"1 Block GRANT ST","ASSAULT",
255229316,"13-2700592","2013-09-22T12:30:00Z",0,718,"Buffalo Police Department",0,103,"LARCENY/THEFT",true,-78.88363699999999,42.925319,"Buffalo Police are investigating this report of a crime. It is important to note that this is very preliminary information and further investigation a...",3,"1 Block MANCHESTER PL","LARCENY/THEFT",
250526780,"13-2650055","2013-09-22T12:51:19Z",0,718,"Buffalo Police Department",0,99,"UUV",true,-78.887389,42.921467,"Buffalo Police are investigating this report of a crime. It is important to note that this is very preliminary information and further investigation a...",3,"200 Block PARKDALE AV","",
250526606,"13-2650109","2013-09-22T01:00:00Z",0,718,"Buffalo Police Department",0,149,"ASSAULT",true,-78.865042,42.900534,"Buffalo Police are investigating this report of a crime. It is important to note that this is very preliminary information and further investigation a...",3,"100 Block HIGH ST","ASSAULT",
250526790,"13-2650380","2013-09-22T11:28:31Z",0,718,"Buffalo Police Department",0,149,"ASSAULT",true,-78.8631,42.900292,"Buffalo Police are investigating this report of a crime. It is important to note that this is very preliminary information and further investigation a...",3,"HIGH ST & MICHIGAN AV","ASSAULT",
250526603,"13-2650005","2013-09-22T12:06:04Z",0,718,"Buffalo Police Department",0,149,"ASSAULT",true,-78.86657599999999,42.909558,"Buffalo Police are investigating this report of a crime. It is important to note that this is very preliminary information and further investigation a...",3,"900 Block MAIN ST","ASSAULT",
250526794,"13-2650457","2013-09-22T12:45:40Z",0,718,"Buffalo Police Department",0,103,"LARCENY/THEFT",true,-78.867543,42.908622,"Buffalo Police are investigating this report of a crime. It is important to note that this is very preliminary information and further investigation a...",3,"1200 Block MAIN ST","LARCENY/THEFT",
250526793,"13-2650463","2013-09-22T01:15:33Z",0,718,"Buffalo Police Department",0,149,"ASSAULT",true,-78.8412,42.902127,"Buffalo Police are investigating this report of a crime. It is important to note that this is very preliminary information and further investigation a...",3,"1 Block SWEENEY ST","ASSAULT",
250526797,"13-2650534","2013-09-22T02:59:01Z",0,718,"Buffalo Police Department",0,100,"BURGLARY",true,-78.85793099999999,42.912954,"Buffalo Police are investigating this report of a crime. It is important to note that this is very preliminary information and further investigation a...",3,"1 Block WAVERLY ST","BURGLARY",
251257767,"13-2660284","2013-09-22T06:00:00Z",0,718,"Buffalo Police Department",0,149,"ASSAULT",true,-78.85431,42.91277,"Buffalo Police are investigating this report of a crime. It is important to note that this is very preliminary information and further investigation a...",3,"1300 Block JEFFERSON AV","ASSAULT",
250526787,"13-2650285","2013-09-22T12:00:00Z",0,718,"Buffalo Police Department",0,103,"LARCENY/THEFT",true,-78.864762,42.93744,"Buffalo Police are investigating this report of a crime. It is important to note that this is very preliminary information and further investigation a...",3,"1 Block MIDDLESEX RD","LARCENY/THEFT",
251257755,"13-2650692","2013-09-22T05:57:35Z",0,718,"Buffalo Police Department",0,149,"ASSAULT",true,-78.84023999999999,42.931571,"Buffalo Police are investigating this report of a crime. It is important to note that this is very preliminary information and further investigation a...",3,"100 Block LEROY AV","ASSAULT",
267764068,"13-2870312","2013-09-22T12:00:00Z",0,718,"Buffalo Police Department",0,100,"BURGLARY",true,-78.84916,42.930508,"Buffalo Police are investigating this report of a crime. It is important to note that this is very preliminary information and further investigation a...",3,"2200 Block MAIN ST","BURGLARY",
250526812,"13-2650698","2013-09-22T12:00:00Z",0,718,"Buffalo Police Department",0,103,"LARCENY/THEFT",true,-78.81338100000001,42.908662,"Buffalo Police are investigating this report of a crime. It is important to note that this is very preliminary information and further investigation a...",3,"1900 Block BAILEY AV","LARCENY/THEFT",
251258161,"13-2660647","2013-09-22T12:00:00Z",0,718,"Buffalo Police Department",0,103,"LARCENY/THEFT",true,-78.828182,42.913625,"Buffalo Police are investigating this report of a crime. It is important to note that this is very preliminary information and further investigation a...",3,"1 Block DONOVAN DR","LARCENY/THEFT",
258099612,"13-2750307","2013-09-22T12:00:00Z",0,718,"Buffalo Police Department",0,100,"BURGLARY",true,-78.81518699999999,42.912472,"Buffalo Police are investigating this report of a crime. It is important to note that this is very preliminary information and further investigation a...",3,"1700 Block GENESEE ST","BURGLARY",
251257757,"13-2650894","2013-09-22T09:41:15Z",0,718,"Buffalo Police Department",0,149,"ASSAULT",true,-78.80119999999999,42.910799,"Buffalo Police are investigating this report of a crime. It is important to note that this is very preliminary information and further investigation a...",3,"100 Block STEWART","ASSAULT",
250526817,"13-2650857","2013-09-22T09:00:00Z",0,718,"Buffalo Police Department",0,100,"BURGLARY",true,-78.825079,42.921945,"Buffalo Police are investigating this report of a crime. It is important to note that this is very preliminary information and further investigation a...",3,"200 Block STEVENS AV","BURGLARY",
250526819,"13-2650883","2013-09-22T09:15:00Z",0,718,"Buffalo Police Department",0,149,"ASSAULT",true,-78.81195700000001,42.927323,"Buffalo Police are investigating this report of a crime. It is important to note that this is very preliminary information and further investigation a...",3,"1 Block EASTON AV","ASSAULT",
251257758,"13-2650912","2013-09-22T10:00:00Z",0,718,"Buffalo Police Department",0,100,"BURGLARY",true,-78.809361,42.92206,"Buffalo Police are investigating this report of a crime. It is important to note that this is very preliminary information and further investigation a...",3,"200 Block ROSLYN ST","BURGLARY",
250526785,"13-2650248","2013-09-22T12:00:37Z",0,718,"Buffalo Police Department",0,100,"BURGLARY",true,-78.802413,42.931485,"Buffalo Police are investigating this report of a crime. It is important to note that this is very preliminary information and further investigation a...",3,"300 Block EDISON AV","BURGLARY",
341118472,"13-338600","2013-09-22T13:10:00Z",0,92604,"Cheektowaga Town Police Department",512,103,"[CPD]-PETIT LARCENY",true,-78.76227799999999,42.909795,"PETIT LARCENY",3,"WALDEN GALLERIA",,
341118482,"13-338707","2013-09-22T18:00:00Z",0,92604,"Cheektowaga Town Police Department",512,103,"[CPD]-PETIT LARCENY",true,-78.784987,42.921983,"PETIT LARCENY",3,"2600 Block GENESEE ST",,
341118465,"13-338553","2013-09-22T03:52:36Z",0,92604,"Cheektowaga Town Police Department",512,99,"[CPD]-UUV 3RD",true,-78.780506,42.930435,"UUV 3RD",3,"1 Block WINDWOOD CT",,
341119843,"13-346938","2013-09-22T08:00:00Z",0,92604,"Cheektowaga Town Police Department",512,103,"[CPD]-GRAND LARCENY 4TH",true,-78.745205,42.908835,"GRAND LARCENY 4TH",3,"2400 Block WALDEN AV",,
252106287,"13-2670758","2013-09-22T05:00:00Z",0,718,"Buffalo Police Department",0,148,"RAPE",true,-78.893885,42.899033,"Buffalo Police are investigating this report of a crime. It is important to note that this is very preliminary information and further investigation a...",3,"300 Block BUSTI AV","RAPE",
250526816,"13-2650895","2013-09-22T03:15:00Z",0,718,"Buffalo Police Department",0,100,"BURGLARY",true,-78.880379,42.892264,"Buffalo Police are investigating this report of a crime. It is important to note that this is very preliminary information and further investigation a...",3,"1 Block WHITNEY PL","BURGLARY",
252818324,"13-2680211","2013-09-22T12:00:01Z",0,718,"Buffalo Police Department",0,100,"BURGLARY",true,-78.871528,42.874725,"Buffalo Police are investigating this report of a crime. It is important to note that this is very preliminary information and further investigation a...",3,"100 Block MICHIGAN AV","BURGLARY",
250526815,"13-2650762","2013-09-22T07:25:12Z",0,718,"Buffalo Police Department",0,100,"BURGLARY",true,-78.84119,42.872849,"Buffalo Police are investigating this report of a crime. It is important to note that this is very preliminary information and further investigation a...",3,"900 Block EXCHANGE ST","BURGLARY",
250526789,"13-2650349","2013-09-22T12:30:00Z",0,718,"Buffalo Police Department",0,148,"RAPE",true,-78.84155699999999,42.880339,"Buffalo Police are investigating this report of a crime. It is important to note that this is very preliminary information and further investigation a...",3,"FILLMORE@ONEIDA ST","RAPE",
250526783,"13-2650199","2013-09-22T03:15:00Z",0,718,"Buffalo Police Department",0,149,"ASSAULT",true,-78.87469900000001,42.890632,"Buffalo Police are investigating this report of a crime. It is important to note that this is very preliminary information and further investigation a...",3,"1 Block W CHIPPEWA ST","ASSAULT",
250526782,"13-2650195","2013-09-22T04:31:08Z",0,718,"Buffalo Police Department",0,149,"ASSAULT",true,-78.87962899999999,42.899235,"Buffalo Police are investigating this report of a crime. It is important to note that this is very preliminary information and further investigation a...",3,"200 Block ALLEN ST","ASSAULT",
250526809,"13-2650668","2013-09-22T05:20:00Z",0,718,"Buffalo Police Department",0,103,"LARCENY/THEFT",true,-78.877329,42.89422,"Buffalo Police are investigating this report of a crime. It is important to note that this is very preliminary information and further investigation a...",3,"W TUPPER ST & S ELMWOOD AV","LARCENY/THEFT",
250526813,"13-2650689","2013-09-22T04:15:00Z",0,718,"Buffalo Police Department",0,103,"LARCENY/THEFT",true,-78.86655399999999,42.896524,"Buffalo Police are investigating this report of a crime. It is important to note that this is very preliminary information and further investigation a...",3,"1 Block BURNIE LA","LARCENY/THEFT",
251257760,"13-2650937","2013-09-22T10:25:57Z",0,718,"Buffalo Police Department",0,149,"ASSAULT",true,-78.843777,42.89367,"Buffalo Police are investigating this report of a crime. It is important to note that this is very preliminary information and further investigation a...",3,"1 Block GUILFORD ST","ASSAULT",
250526792,"13-2650436","2013-09-22T12:45:42Z",0,718,"Buffalo Police Department",0,103,"LARCENY/THEFT",true,-78.837003,42.89813,"Buffalo Police are investigating this report of a crime. It is important to note that this is very preliminary information and further investigation a...",3,"900 Block SYCAMORE ST","LARCENY/THEFT",
250526802,"13-2650581","2013-09-22T01:00:00Z",0,718,"Buffalo Police Department",0,149,"ASSAULT",true,-78.815844,42.888709,"Buffalo Police are investigating this report of a crime. It is important to note that this is very preliminary information and further investigation a...",3,"100 Block CENTRAL AV","ASSAULT",
250526798,"13-2650550","2013-09-22T02:00:00Z",0,718,"Buffalo Police Department",0,99,"UUV",true,-78.81562099999999,42.888791,"Buffalo Police are investigating this report of a crime. It is important to note that this is very preliminary information and further investigation a...",3,"100 Block CENTRAL AV","",
250526821,"13-2650899","2013-09-22T09:46:30Z",0,718,"Buffalo Police Department",0,149,"ASSAULT",true,-78.815349,42.895899,"Buffalo Police are investigating this report of a crime. It is important to note that this is very preliminary information and further investigation a...",3,"1 Block CENTRAL AV","ASSAULT",
250526605,"13-2650086","2013-09-22T01:19:45Z",0,718,"Buffalo Police Department",0,149,"ASSAULT",true,-78.69220199999999,42.878933,"Buffalo Police are investigating this report of a crime. It is important to note that this is very preliminary information and further investigation a...",3,"1 Block EASTWOOD","ASSAULT",
250526804,"13-2650611","2013-09-22T12:00:00Z",0,718,"Buffalo Police Department",0,103,"LARCENY/THEFT",true,-78.85518,42.847463,"Buffalo Police are investigating this report of a crime. It is important to note that this is very preliminary information and further investigation a...",3,"1200 Block FUHRMANN BLVD","LARCENY/THEFT",
274293872,"13-2950414","2013-09-22T03:00:00Z",0,718,"Buffalo Police Department",0,100,"BURGLARY",true,-78.837914,42.847393,"Buffalo Police are investigating this report of a crime. It is important to note that this is very preliminary information and further investigation a...",3,"500 Block TIFFT ST","BURGLARY",
250526811,"13-2650684","2013-09-22T01:30:00Z",0,718,"Buffalo Police Department",0,99,"UUV",true,-78.83512,42.857278,"Buffalo Police are investigating this report of a crime. It is important to note that this is very preliminary information and further investigation a...",3,"300 Block GERMANIA ST","",
252106275,"13-2670588","2013-09-22T10:00:00Z",0,718,"Buffalo Police Department",0,103,"LARCENY/THEFT",true,-78.821579,42.846715,"Buffalo Police are investigating this report of a crime. It is important to note that this is very preliminary information and further investigation a...",3,"1000 Block TIFFT ST","LARCENY/THEFT",
250526803,"13-2650606","2013-09-22T04:15:43Z",0,718,"Buffalo Police Department",0,100,"BURGLARY",true,-78.805494,42.853525,"Buffalo Police are investigating this report of a crime. It is important to note that this is very preliminary information and further investigation a...",3,"1 Block BUFFUM ST","BURGLARY",
252806022,"13-361097","2013-09-23T15:00:00Z",0,11841,"Amherst Police Department",0,103,"-PETIT LARCENY",true,-78.808606,42.974328,"PETIT LARCENY",3,"1700 Block EGGERT RD","1892",
251243472,"13-360608","2013-09-23T17:40:00Z",0,11841,"Amherst Police Department",0,103,"-PETIT LARCENY",true,-78.821113,42.985805,"PETIT LARCENY",3,"1200 Block NIAGARA FALLS BLVD","1892",
251243133,"13-360624","2013-09-23T18:45:09Z",0,11841,"Amherst Police Department",0,103,"-PETIT LARCENY",true,-78.822458,42.989854,"PETIT LARCENY",3,"1300 Block NIAGARA FALLS BLVD","1892",
257243375,"13-362350","2013-09-23T15:26:00Z",0,11841,"Amherst Police Department",0,103,"-GRAND LARCENY 4TH",true,-78.81176499999999,42.981991,"GRAND LARCENY 4TH",3,"3200 Block SHERIDAN DR","1892",
251243631,"13-360629","2013-09-23T19:10:00Z",0,11841,"Amherst Police Department",0,103,"-PETIT LARCENY",true,-78.81176499999999,42.981991,"PETIT LARCENY",3,"3200 Block SHERIDAN DR","1892",
251243632,"13-360638","2013-09-23T20:04:03Z",0,11841,"Amherst Police Department",0,103,"-PETIT LARCENY",true,-78.81176499999999,42.981991,"PETIT LARCENY",3,"3200 Block SHERIDAN DR","1892",
252105745,"13-2660948","2013-09-23T09:32:46Z",0,718,"Buffalo Police Department",0,103,"LARCENY/THEFT",true,-78.88845000000001,42.947284,"Buffalo Police are investigating this report of a crime. It is important to note that this is very preliminary information and further investigation a...",3,"1 Block JASPER PARRISH DR","LARCENY/THEFT",
251258162,"13-2660662","2013-09-23T04:30:00Z",0,718,"Buffalo Police Department",0,103,"LARCENY/THEFT",true,-78.90268,42.961706,"Buffalo Police are investigating this report of a crime. It is important to note that this is very preliminary information and further investigation a...",3,"1 Block ROSEDALE ST","LARCENY/THEFT",
251258153,"13-2660529","2013-09-23T03:34:59Z",0,718,"Buffalo Police Department",0,103,"LARCENY/THEFT",true,-78.87366,42.95539,"Buffalo Police are investigating this report of a crime. It is important to note that this is very preliminary information and further investigation a...",3,"2600 Block DELAWARE AV","LARCENY/THEFT",
251258158,"13-2660543","2013-09-23T03:46:43Z",0,718,"Buffalo Police Department",0,103,"LARCENY/THEFT",true,-78.878624,42.954472,"Buffalo Police are investigating this report of a crime. It is important to note that this is very preliminary information and further investigation a...",3,"2100 Block ELMWOOD AV","LARCENY/THEFT",
252106276,"13-2670702","2013-09-23T07:15:47Z",0,718,"Buffalo Police Department",0,100,"BURGLARY",true,-78.869195,42.951066,"Buffalo Police are investigating this report of a crime. It is important to note that this is very preliminary information and further investigation a...",3,"2400 Block DELAWARE AV","BURGLARY",
251258149,"13-2660431","2013-09-23T01:45:00Z",0,718,"Buffalo Police Department",0,149,"ASSAULT",true,-78.850101,42.958356,"Buffalo Police are investigating this report of a crime. It is important to note that this is very preliminary information and further investigation a...",3,"800 Block KENMORE AV","ASSAULT",
251258166,"13-2660857","2013-09-23T05:30:00Z",0,718,"Buffalo Police Department",0,100,"BURGLARY",true,-78.830365,42.955382,"Buffalo Police are investigating this report of a crime. It is important to note that this is very preliminary information and further investigation a...",3,"100 Block HEATH ST","BURGLARY",
251258150,"13-2660452","2013-09-23T02:20:18Z",0,718,"Buffalo Police Department",0,100,"BURGLARY",true,-78.821888,42.946345,"Buffalo Police are investigating this report of a crime. It is important to note that this is very preliminary information and further investigation a...",3,"400 Block HEWITT","BURGLARY",
251258165,"13-2660820","2013-09-23T07:22:40Z",0,718,"Buffalo Police Department",0,100,"BURGLARY",true,-78.811262,42.941345,"Buffalo Police are investigating this report of a crime. It is important to note that this is very preliminary information and further investigation a...",3,"400 Block BERKSHIRE","BURGLARY",
251243785,"13-360554","2013-09-23T01:00:00Z",0,11841,"Amherst Police Department",0,103,"-PETIT LARCENY",true,-78.82121600000001,42.962435,"PETIT LARCENY",3,"200 Block CAPEN BLVD","1892",
256485422,"13-2720947","2013-09-23T06:00:00Z",0,718,"Buffalo Police Department",0,100,"BURGLARY",true,-78.890759,42.908315,"Buffalo Police are investigating this report of a crime. It is important to note that this is very preliminary information and further investigation a...",3,"300 Block NORMAL AV","BURGLARY",
252105744,"13-2660842","2013-09-23T07:30:00Z",0,718,"Buffalo Police Department",0,149,"ASSAULT",true,-78.894812,42.905313,"Buffalo Police are investigating this report of a crime. It is important to note that this is very preliminary information and further investigation a...",3,"600 Block PROSPECT AV","ASSAULT",
